condition_uid,icd10
12,J410
12,J411
12,J412
12,J413
12,J414
12,J415
12,J416
12,J417
12,J418
12,J419
12,J41X
12,J41
12,J420
12,J421
12,J422
12,J423
12,J424
12,J425
12,J426
12,J427
12,J428
12,J429
12,J42X
12,J42
12,J430
12,J431
12,J432
12,J433
12,J434
12,J435
12,J436
12,J437
12,J438
12,J439
12,J43X
12,J43
12,J440
12,J441
12,J442
12,J443
12,J444
12,J445
12,J446
12,J447
12,J448
12,J449
12,J44X
12,J44
12,J470
12,J471
12,J472
12,J473
12,J474
12,J475
12,J476
12,J477
12,J478
12,J479
12,J47X
12,J47
