version,condition_uid
nhsd_ss_2018,1
nhsd_ss_2018,2
nhsd_ss_2018,3
nhsd_ss_2018,4
nhsd_ss_2018,5
nhsd_ss_2018,6
nhsd_ss_2018,7
nhsd_ss_2018,8
nhsd_ss_2018,9
nhsd_ss_2018,10
nhsd_ss_2018,11
nhsd_ss_2018,12
nhsd_ss_2018,13
nhsd_ss_2018,14
nhsd_ss_2018,15
nhsd_ss_2018,16
nhsd_ss_2018,17
nhsd_ss_2018,18
nhsd_ss_2018,19
nhsd_ss_2018,20
nhsd_ss_2018,21
nhsd_ss_2018,22
nhsd_ss_2018,23
nhsd_ss_2018,24
nhsd_ss_2018,25
nhsd_ss_2018,26
